Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
586,Moelleux chocolat et framboises,Un gâteau moelleux associant la richesse du chocolat et la fraîcheur des framboises.,8,personnes,2,3,Dessert,Desserts,15,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
100 gramme Framboises fraîches
1 noisette Beurre, pour chemiser la cuve
Sucre glace, pour la décoration, au goût","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Ajouter délicatement les framboises à la pâte.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",704.25,169.3125,701.75,168.8125,48.20975,6.7682625,6.86625,34.72725,19.662875,22.5135,0.4896874999999999,0.02625,0.4709375,0.520375,0.13875,21.2175,8.706249999999999,3.8525625,0.0625,1.0908875,0.0,0.2505,133.9075,0.12414625,59.8466875,25.05,0.043596875,1.96734375,11.08275,44.7090625,0.134540625,134.11375,198.686875,4.2275,49.5350625,0.8314812500000001,136.1875,44.475,0.6114999999999999,1.151875,1.5275,0.1875,2.583375,0.065275,0.18328125,0.432325,0.7115625000000001,0.073125,28.3075,0.4447125,
587,Moelleux chocolat et café,"Un délicieux gâteau moelleux alliant les saveurs du chocolat et du café, parfait pour un dessert ou une pause gourmande.",8,personnes,2,2,Dessert,Desserts,15,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
2 cuillère à soupe Café instantané
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
1 noisette Beurre, pour chemiser la cuve
Sucre glace, pour la décoration, au goût","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau, la crème et le café instantané.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",678.7085,163.2117,676.2085,162.7117,40.33575,6.6225125,6.720499999999999,34.0075,19.562995,21.8385,0.1396875,0.02625,0.2084375,0.495375,0.11375,21.155,8.6625,3.3150625,0.0,1.0528375,0.0,0.0133,133.9075,0.12282125,57.9666875,22.55,0.038776875,1.91854375,8.61275,42.3290625,0.07999062500000001,130.57875,178.336875,1.7284,49.0300625,0.80172125,136.1875,31.975,0.6114999999999999,1.041875,0.9,0.1875,0.245875,0.0634,0.18081125,0.395775,0.6053425000000001,0.06912499999999999,23.545,0.4447125,
588,Moelleux chocolat et menthe,Un délicieux gâteau moelleux alliant les saveurs intenses du chocolat et la fraîcheur de la menthe.,8,personnes,2,2,Dessert,Desserts,15,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
2 cuillère à soupe Sirop de menthe, ou feuilles de menthe fraîche hachées
1 noisette Beurre, pour chemiser la cuve
Sucre glace, pour la décoration, au goût","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Ajouter le sirop de menthe ou les feuilles de menthe hachées directement dans la cuve et bien mélanger.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",710.9,170.8125,708.4,170.3125,38.44575,6.6345125,6.7325,35.8765,19.577875,23.6025,0.6586875,0.02625,0.7844375000000001,0.513375,0.20045,21.737,8.6625,3.3300625,0.015,1.0486375,0.0,0.0265,133.9075,0.12303125,57.9276875,22.7,0.038896875,1.91914375,9.18275,42.2450625,0.080440625,130.56375,177.946875,2.3275,49.1128625,0.80298125,136.1875,32.125,0.6114999999999999,1.041875,0.924,0.1875,0.260875,0.06385,0.18108125,0.391575,0.6055345000000001,0.069425,23.695,0.4447125,
589,Moelleux chocolat et caramel,Un délicieux gâteau moelleux combinant la richesse du chocolat et la douceur du caramel.,8,personnes,2,3,Dessert,Desserts,20,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
100 gramme Caramel mou, en petits morceaux
1 noisette Beurre, pour chemiser la cuve
Sucre glace, pour la décoration, au goût","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Ajouter délicatement les morceaux de caramel à la pâte.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",678.5,163.1625,676.0,162.6625,37.53725,6.9882625,7.08625,44.461,20.567875,29.3885,0.2146875,0.02625,0.6584375000000001,0.7953749999999999,1.82625,25.2175,8.6625,3.4250625,0.0,1.1821375,0.0,0.01425,135.045,0.18002125,69.7966875,68.05,0.051096875,1.98609375,11.35775,44.3840625,0.092040625,140.16375,196.686875,2.3525,71.6600625,0.83898125,136.1875,31.975,0.6739999999999999,1.070625,0.9,0.1875,0.308375,0.0684,0.19828125,0.407325,0.6340625000000001,0.089125,27.52,0.4547125,
590,Moelleux chocolat et beurre de cacahuète,Un gâteau moelleux avec une alliance gourmande de chocolat et de beurre de cacahuète.,8,personnes,2,3,Dessert,Desserts,15,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
100 gramme Beurre de cacahuète
1 noisette Beurre, pour chemiser la cuve
Sucre glace, pour la décoration, au goût","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Ajouter le beurre de cacahuète directement dans la cuve et bien mélanger jusqu'à obtenir une consistance homogène.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",678.5,163.1625,676.0,162.6625,37.5135,9.3945125,9.8925,36.011,26.125375,23.151,0.1546875,0.02625,0.2246875,0.495375,0.11375,22.43,9.1075,3.9400625,0.0,1.4083875,0.0,0.013,133.9075,0.24377125,63.2216875,22.55,0.108596875,2.15734375,8.645249999999999,63.9590625,0.278290625,172.11375,256.061875,2.59,97.4100625,1.14648125,136.1875,31.975,0.6114999999999999,1.904375,0.9375,0.1875,0.245875,0.0834,0.19953125,2.151075,0.7415625000000001,0.127875,32.295,0.4447125,
591,Moelleux chocolat et cerises,Un gâteau moelleux et gourmand alliant le chocolat fondant et des cerises juteuses.,8,personnes,2,3,Dessert,Desserts,20,35,"200 gramme Chocolat dessert
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
100 gramme Cerises, dénoyautées
1 noisette Beurre, pour chemiser la cuve
1 pincée Sucre glace, pour la décoration","Faire fondre le chocolat dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Ajouter délicatement les cerises à la pâte.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",707.875,170.125,705.375,169.625,48.069275,6.7207625,6.81875,33.877,19.600375,21.342,0.7146874999999999,0.02625,0.8834375000000001,0.520375,0.13875,19.4335,8.706249999999999,3.5150625,0.35,1.0929675,0.0,0.03425,133.9075,0.12405175,59.0196125,25.05,0.048500625,1.93724625,11.0775,43.2801875,0.086930375,132.86375,200.950625,4.0525,49.4970875,0.80863125,136.1875,62.225,0.6114999999999999,1.051875,1.0,0.1875,0.7571249999999999,0.065275,0.18194875,0.401075,0.6228125000000001,0.074125,24.38875,0.4447125,
592,Moelleux chocolat blanc et fruits rouges,Un moelleux sucré associant le doux chocolat blanc aux saveurs acidulées des fruits rouges.,8,personnes,2,3,Dessert,Desserts,15,35,"200 gramme Chocolat blanc
4 Œufs entiers
200 Millilitre Crème liquide semi-épaisse
150 Millilitre Eau
75 gramme Sucre de canne complet
100 gramme Farine
1 sachet Levure
100 gramme Fruits rouges mélangés, frais ou surgelés
1 noisette Beurre, pour chemiser la cuve
1 pincée Sucre glace, pour la décoration","Faire fondre le chocolat blanc dans la cuve du Thermochef menu thermodiet à 80 degrés avec les 150 ml d'eau et la crème.
Transférer dans un saladier.
Ajouter les 4 œufs en remuant, puis le sucre et bien mélanger.
Incorporer la farine et le sachet de levure, bien remuer.
Ajouter délicatement les fruits rouges à la pâte.
Chemiser la cuve du Thermochef avec la noisette de beurre.
Verser la pâte à gâteaux dedans.
Fermer le couvercle, programmer le menu four vapeur puissance 2, pression 7, pour 35 minutes.
Démouler à la fin de la cuisson en retournant le gâteau grâce à la grille, saupoudrer de sucre glace. Bonne dégustation.",678.5,163.1625,676.0,162.6625,47.969275,6.7007625,6.79875,34.662,19.876625,24.617,0.6796875,0.02625,0.6609375,3.170375,0.15625,19.921,8.666625,2.0375625,0.0,1.0154675,0.0,0.013,139.225,0.17467675,121.5321125,22.55,0.052000625,1.00349625,8.92125,18.4176875,0.134430375,145.56375,217.825625,2.34625,69.9070875,0.7286312500000001,137.8125,43.4125,0.6139999999999999,1.050625,0.9,0.1875,11.050875,0.069775,0.29594875,0.336075,0.7790625,0.087125,27.745,0.4472125,
593,Gâteau moelleux citron et graines de pavot,Un gâteau moelleux et parfumé au citron enrichi de graines de pavot pour une touche de croquant.,6,personnes,2,2,Dessert,Desserts,15,35,"150 gramme Sucre
125 gramme Farine
100 gramme Beurre
100 Millilitre Lait
2 Oeufs
0.5 sachet Levure
2 Citrons, zeste
1 Citron, jus
2 cuillère à soupe Graines de pavot","Préparation du beurre : Couper le beurre en morceaux, le mettre dans la cuve du Thermochef et le faire fondre à 45 degrés, couvercle ouvert, en sélectionnant le menu 'four vapeur'.
Mélange des ingrédients secs : Dans un saladier, mélanger la farine et la levure.
Préparation de la base : Battre les œufs et le sucre dans un autre saladier jusqu'à obtenir un mélange mousseux. Ajouter peu à peu le lait, le beurre fondu, le jus et le zeste de citron en mélangeant.
Incorporation des ingrédients secs : Ajouter progressivement le mélange de farine et levure à la préparation liquide en mélangeant jusqu'à obtenir une pâte homogène. Incorporer les graines de pavot et mélanger délicatement.
Cuisson : Verser la préparation dans la cuve préalablement beurrée. Fermer le couvercle, sélectionner le menu 'four vapeur', puissance 2, pression 7, et programmer 35 minutes de cuisson.
Fin de cuisson : Utiliser la grille pour démouler le gâteau. Laisser refroidir avant de servir.",1156.566666666667,277.6633333333334,1152.566666666667,276.88,67.49743333333333,6.154008333333333,6.324416666666667,43.05791666666666,19.10408333333334,25.70811666666667,0.2433666666666666,0.01666666666666667,0.2684333333333334,0.7466666666666667,0.15,25.33298333333333,14.47083333333333,1.687375,0.1875,1.018033333333333,0.0,2.27105,105.0,0.1262166666666667,135.2383333333333,40.49166666666667,0.1777333333333333,1.266575,16.42016666666667,34.25208333333333,0.5469416666666667,138.8133333333333,187.0016666666667,13.04416666666667,50.165,1.146316666666667,149.25,31.575,0.5166666666666666,0.7977833333333333,1.516666666666667,2.5,17.13891666666667,0.1190083333333333,0.1404,0.3778666666666666,0.6089333333333334,0.08436666666666666,32.8025,0.3233916666666667,
594,Gâteau moelleux aux pommes et cannelle,"Un gâteau tendre et parfumé à la pomme et à la cannelle, parfait pour le goûter ou le dessert.",6,personnes,2,2,Dessert,Desserts,20,40,"150 gramme Sucre
125 gramme Farine
100 gramme Beurre, couper en morceaux
100 Millilitre Lait
2 Oeufs
0.5 sachet Levure
2 Pommes moyennes, épluchées et coupées en petits dés ou en fines tranches
1 cuillère à café Cannelle en poudre
Sel, au goût","Préparation du beurre : Couper le beurre en morceaux, le mettre dans la cuve du Thermochef et le faire fondre à 45 degrés, couvercle ouvert, en sélectionnant le menu ""four vapeur"".
Mélange des ingrédients secs : Dans un saladier, mélanger la farine, la levure, la cannelle, et le sel.
Préparation de la base : Dans un autre saladier, battre les œufs et le sucre jusqu'à obtenir un mélange mousseux. Ajouter peu à peu le lait et le beurre fondu en mélangeant.
Incorporation des ingrédients secs : Ajouter progressivement le mélange de farine, levure, cannelle, et sel à la préparation liquide, en mélangeant bien jusqu'à obtenir une pâte homogène.
Préparation des pommes : Éplucher les pommes, les couper en petits dés ou en fines tranches, puis les incorporer délicatement à la pâte.
Cuisson : Verser la préparation dans la cuve préalablement beurrée. Fermer le couvercle, sélectionner le menu ""four vapeur"", puissance 2, pression 7, et programmer 40 minutes de cuisson.
Fin de cuisson : À la fin de la cuisson, utiliser la grille pour démouler le gâteau. Laisser refroidir avant de servir.",971.25,233.2266666666667,967.25,232.4433333333334,75.66787833333335,4.856741666666666,5.02715,47.49691666666666,16.31598333333334,29.90098333333333,3.0587,0.01666666666666667,1.103466666666667,0.6716666666666667,0.075,25.80048333333333,14.49583333333333,1.439541666666666,0.0,0.9166666666666666,0.0,0.2467,105.0,0.2825383333333333,45.93883333333333,164.825,0.08138333333333334,0.6813083333333333,9.023166666666667,13.25983333333333,0.1910083333333333,87.27333333333333,150.4998333333333,10.55533333333333,112.7516666666667,0.4711466666666667,149.25,40.77333333333333,0.5166666666666666,0.8883166666666668,2.515666666666667,2.5,3.33825,0.05712333333333333,0.13742,0.3307666666666667,0.5768666666666667,0.07494166666666667,19.97916666666667,0.3233916666666667,
595,Gâteau moelleux coco et ananas,Un savoureux gâteau combinant la douceur de la noix de coco et la fraîcheur de l'ananas.,6,personnes,2,3,Dessert,Desserts,20,37,"150 gramme Sucre
125 gramme Farine
50 gramme Noix de coco râpée
100 gramme Beurre
100 Millilitre Lait de coco
2 Oeufs
0.5 sachet Levure
200 gramme Ananas frais, coupé en petits dés
1 cuillère à soupe Rhum, optionnel","Préparation du beurre : Couper le beurre en morceaux, le mettre dans la cuve du Thermochef et le faire fondre à 45 degrés, couvercle ouvert, en sélectionnant le menu 'four vapeur'.
Mélange des ingrédients secs : Dans un saladier, mélanger la farine, la noix de coco râpée, et la levure.
Préparation de la base : Dans un autre saladier, battre les œufs et le sucre jusqu'à obtenir un mélange mousseux. Ajouter peu à peu le lait de coco et le beurre fondu en mélangeant.
Incorporation des ingrédients secs : Ajouter progressivement le mélange de farine, noix de coco râpée, et levure à la préparation liquide, en mélangeant bien jusqu'à obtenir une pâte homogène.
Ajout de l'ananas : Incorporer délicatement les dés d'ananas à la pâte. Si vous utilisez du rhum, l'ajouter à ce moment et mélanger doucement.
Cuisson : Verser la préparation dans la cuve préalablement beurrée. Fermer le couvercle, sélectionner le menu 'four vapeur', puissance 2, pression 7, et programmer 37 minutes de cuisson.
Fin de cuisson : À la fin de la cuisson, utiliser la grille pour démouler le gâteau. Laisser refroidir avant de servir.",1032.083333333333,247.5333333333333,1027.916666666667,246.7,56.22416666666666,5.442175,5.822583333333333,46.67608333333333,26.91191666666667,30.30875,0.8333333333333334,0.01666666666666667,0.6866666666666669,0.205,0.1275,27.69625,14.55416666666667,3.629208333333333,0.1666666666666667,0.7408966666666666,0.915,0.2766666666666667,102.6666666666667,0.1023341666666667,26.94666666666667,20.025,0.193475,1.348925,11.78683333333333,25.83625,0.8737583333333333,102.4091666666667,226.1683333333333,12.41083333333333,40.87666666666667,0.7038083333333334,142.8333333333333,48.63333333333333,0.5,0.7840833333333332,1.541666666666667,2.5,16.04225,0.07589166666666668,0.1197166666666667,0.5091583333333334,0.6278333333333334,0.0831,27.3675,0.2700583333333333,
